stock_code,current_price,low_52w,high_52w,avg_52w,pct_from_avg_52w,range_position,bottom_dwell_ratio,corp_name,market_cap,updated_at
018880,3250.0,2755.0,5940.0,3696.4,-12.08,15.54,115.61,한온시스템,3335353294000.0,2026-08-03T22:19:26
019210,16180.0,4900.0,28500.0,9899.08,63.45,47.8,481.63,와이지-원,601794519040.0,2026-08-03T22:19:26
019540,6260.0,3715.0,8240.0,5104.76,22.63,56.24,121.8,일지테크,84594510000.0,2026-08-03T22:19:26
019550,971.0,820.0,1922.0,1357.92,-28.49,13.7,134.39,SBI인베스트먼트,78683321677.0,2026-08-03T22:19:26
019660,1520.0,1480.0,3345.0,2459.43,-38.2,2.14,126.01,글로본,21195386160.0,2026-08-03T22:19:26
019680,915.0,818.0,2570.0,1753.33,-47.81,5.54,214.18,대교,73627945500.0,2026-08-03T22:19:26
019770,3310.0,2845.0,4650.0,3769.23,-12.18,25.76,63.44,서연탑메탈,38561500000.0,2026-08-03T22:19:26
019570,2350.0,2155.0,9380.0,3229.36,-27.23,2.7,335.27,플루토스,22430759400.0,2026-08-03T22:19:26
019990,4530.0,3865.0,11860.0,7730.74,-41.4,8.32,206.86,에너토크,44195078640.0,2026-08-03T22:19:26
020000,17460.0,14180.0,28750.0,18978.35,-8.0,22.51,102.75,한섬,374988315240.0,2026-08-03T22:19:26
020120,3450.0,2800.0,4545.0,3636.07,-5.12,37.25,62.32,키다리스튜디오,127869992700.0,2026-08-03T22:19:26
020150,27600.0,21600.0,83100.0,37018.75,-25.44,9.76,284.72,롯데에너지머티리얼즈,1445286778800.0,2026-08-03T22:19:26
020400,2705.0,2300.0,8900.0,3374.57,-19.84,6.14,286.96,대동금속,17253388060.0,2026-08-03T22:19:26
020710,3485.0,3150.0,5990.0,4014.19,-13.18,11.8,90.16,시공테크,69867175450.0,2026-08-03T22:19:26
020560,7050.0,6500.0,10280.0,8142.54,-13.42,14.55,58.15,아시아나항공,1452234512550.0,2026-08-03T22:19:26
021040,817.0,810.0,1973.0,1240.32,-34.13,0.6,143.58,대호특수강,17732800358.0,2026-08-03T22:19:26
021080,2125.0,1870.0,4000.0,2787.49,-23.77,11.97,113.9,에이티넘인베스트,102000000000.0,2026-08-03T22:19:26
021050,910.0,885.0,1990.0,1212.76,-24.96,2.26,124.86,서원,43201876900.0,2026-08-03T22:19:26
021650,2040.0,1905.0,2615.0,2295.14,-11.12,19.01,37.27,한국큐빅,33355148520.0,2026-08-03T22:19:26
021240,92200.0,68800.0,114700.0,90581.62,1.79,50.98,66.72,코웨이,6524756677200.0,2026-08-03T22:19:26
021320,5220.0,4450.0,7840.0,5644.17,-7.52,22.71,76.18,KCC건설,111708000000.0,2026-08-03T22:19:26
021820,10080.0,9030.0,17820.0,12216.03,-17.49,11.95,97.34,세원정공,100800000000.0,2026-08-03T22:19:26
021880,1190.0,1044.0,6990.0,3680.78,-67.67,2.46,569.54,메이슨캐피탈,25249943600.0,2026-08-03T22:19:26
022100,19230.0,16510.0,45600.0,27909.34,-31.1,9.35,176.2,포스코DX,2923627838670.0,2026-08-03T22:19:26
022220,620.0,500.0,1070.0,747.69,-17.08,21.05,114.0,티케이지애강,32112638980.0,2026-08-03T22:19:26
023000,2210.0,2050.0,2625.0,2387.92,-7.45,27.83,28.05,삼원강재,87825302760.0,2026-08-03T22:19:26
023150,4010.0,3530.0,6230.0,4733.22,-15.28,17.78,76.49,MH에탄올,29587889260.0,2026-08-03T22:19:26
023160,21400.0,18660.0,51300.0,27653.05,-22.61,8.39,174.92,태광,553558978800.0,2026-08-03T22:19:26
023350,3925.0,3335.0,6240.0,4758.25,-17.51,20.31,87.11,한국종합기술,42978750000.0,2026-08-03T22:19:26
023410,3155.0,2950.0,5200.0,3687.17,-14.43,9.11,76.27,유진기업,243915772765.0,2026-08-03T22:19:26
023450,28650.0,26100.0,35200.0,31325.74,-8.54,28.02,34.87,동남합성,100275000000.0,2026-08-03T22:19:26
023530,116300.0,62700.0,211000.0,99336.76,17.08,36.14,236.52,롯데쇼핑,3289982206500.0,2026-08-03T22:19:26
023590,37200.0,30400.0,62300.0,40340.99,-7.79,21.32,104.93,다우기술,1610288006400.0,2026-08-03T22:19:26
023600,8440.0,7710.0,11300.0,9497.02,-11.13,20.33,46.56,삼보판지,135110052000.0,2026-08-03T22:19:26
023770,2430.0,2135.0,6810.0,3295.83,-26.27,6.31,218.97,플레이위드,21739982850.0,2026-08-03T22:19:26
023800,5020.0,4770.0,8460.0,6330.31,-20.7,6.78,77.36,인지컨트롤스,79362168940.0,2026-08-03T22:19:26
023790,1374.0,991.0,8807.0,2670.44,-48.55,4.9,788.7,동일스틸럭스,17957916192.0,2026-08-03T22:19:26
023900,7170.0,6500.0,13140.0,9080.66,-21.04,10.09,102.15,풍국주정,90342000000.0,2026-08-03T22:19:26
023810,4980.0,4430.0,13560.0,7033.03,-29.19,6.02,206.09,인팩,49800000000.0,2026-08-03T22:19:26
023910,26200.0,24000.0,33950.0,29083.46,-9.91,22.11,41.46,대한약품,157200000000.0,2026-08-03T22:19:26
023960,965.0,880.0,1958.0,1270.96,-24.07,7.88,122.5,에쓰씨엔지니어링,36704715875.0,2026-08-03T22:19:26
024060,9900.0,8920.0,36200.0,13970.07,-29.13,3.59,305.83,흥구석유,148500000000.0,2026-08-03T22:19:26
024070,1973.0,1646.0,3200.0,1956.64,0.84,21.04,94.41,WISCOM,30239062174.0,2026-08-03T22:19:26
024090,10970.0,10310.0,14790.0,12175.29,-9.9,14.73,43.45,디씨엠,125058000000.0,2026-08-03T22:19:26
024110,20250.0,17600.0,29550.0,20930.07,-3.25,22.18,67.9,기업은행,16147873847250.0,2026-08-03T22:19:26
024720,9130.0,7200.0,19940.0,10819.26,-15.61,15.15,176.94,콜마홀딩스,313124844670.0,2026-08-03T22:19:26
024120,2995.0,2905.0,4440.0,3525.81,-15.05,5.86,52.84,KB오토시스,34442500000.0,2026-08-03T22:19:26
024740,2005.0,1750.0,4800.0,2424.31,-17.3,8.36,174.29,한일단조,65958583245.0,2026-08-03T22:19:26
024800,4205.0,2110.0,5980.0,3277.19,28.31,54.13,183.41,유성티엔에스,155802869460.0,2026-08-03T22:19:26
024830,8970.0,7970.0,14000.0,10453.71,-14.19,16.58,75.66,세원물산,74899500000.0,2026-08-03T22:19:26
024850,8920.0,7300.0,29100.0,12736.69,-29.97,7.43,298.63,HLB이노베이션,283241612480.0,2026-08-03T22:19:26
024880,3665.0,3310.0,6880.0,5217.11,-29.75,9.94,107.85,케이피에프,73086051960.0,2026-08-03T22:19:26
024890,2830.0,2580.0,5105.0,3972.79,-28.77,9.9,97.87,대원화성,23347018900.0,2026-08-03T22:19:26
024900,1717.0,1650.0,2705.0,2180.47,-21.26,6.35,63.94,디와이덕양,55914070660.0,2026-08-03T22:19:26
024940,1912.0,1778.0,6000.0,4191.32,-54.38,3.17,237.46,PN풍년,19120000000.0,2026-08-03T22:19:26
024910,1311.0,1000.0,3035.0,1751.88,-25.17,15.28,203.5,경창산업,46958715555.0,2026-08-03T22:19:26
024950,3700.0,2795.0,7450.0,4458.14,-17.01,19.44,166.55,삼천리자전거,45880000000.0,2026-08-03T22:19:26
025000,48800.0,44617.0,57000.0,48980.19,-0.37,33.78,27.75,KPX케미칼,213680999200.0,2026-08-03T22:19:26
025320,3540.0,2990.0,8330.0,5965.67,-40.66,10.3,178.6,시노펙스,326255083620.0,2026-08-03T22:19:26
025440,3335.0,3110.0,7650.0,4160.15,-19.83,4.96,145.98,DH오토웨어,32537073740.0,2026-08-03T22:19:26
025530,3485.0,3180.0,4005.0,3648.57,-4.48,36.97,25.94,에스제이엠홀딩스,52045017880.0,2026-08-03T22:19:26
025540,60500.0,56700.0,94000.0,69500.0,-12.95,10.19,65.78,한국단자공업,611957500000.0,2026-08-03T22:19:26
025550,2085.0,1801.0,5050.0,3355.48,-37.86,8.74,180.4,한국선재,53196698340.0,2026-08-03T22:19:26
025560,6710.0,1980.0,13400.0,3592.43,86.78,41.42,576.77,미래산업,170797279400.0,2026-08-03T22:19:26
025620,4575.0,3795.0,19780.0,9275.72,-50.68,4.88,421.21,차AI헬스케어,83283176475.0,2026-08-03T22:19:26
025750,1826.0,1680.0,3890.0,2957.72,-38.26,6.61,131.55,한솔홈데코,29422390954.0,2026-08-03T22:19:26
025770,7940.0,6915.0,16500.0,8572.61,-7.38,10.69,138.61,한국정보통신,297307511740.0,2026-08-03T22:19:26
025820,3880.0,3305.0,7170.0,5028.92,-22.85,14.88,116.94,이구산업,129754960000.0,2026-08-03T22:19:26
025860,5390.0,5250.0,12820.0,7161.51,-24.74,1.85,144.19,남해화학,267768963770.0,2026-08-03T22:19:26
025880,2500.0,2290.0,3375.0,2736.19,-8.63,19.35,47.38,케이씨피드,41789645000.0,2026-08-03T22:19:26
025870,2810.0,1523.0,6490.0,4775.42,-41.16,25.91,326.13,신라에스지,11240000000.0,2026-08-03T22:19:26
025890,2290.0,1494.0,2340.0,1903.1,20.33,94.09,56.63,한국주강,25521170640.0,2026-08-03T22:19:26
025950,9940.0,8170.0,30200.0,16521.4,-39.84,8.03,269.65,동신건설,83496000000.0,2026-08-03T22:19:26
025900,5830.0,4500.0,12980.0,9165.85,-36.39,15.68,188.44,동화기업,294748971550.0,2026-08-03T22:19:26
025980,3600.0,3150.0,11850.0,7577.83,-52.49,5.17,276.19,아난티,350283564000.0,2026-08-03T22:19:26
026040,1688.0,1491.0,5720.0,3043.47,-44.54,4.66,283.64,제이에스티나,27858397520.0,2026-08-03T22:19:26
026890,7660.0,5990.0,13390.0,9791.73,-21.77,22.57,123.54,스틱인베스트먼트,296984611420.0,2026-08-03T22:19:26
026150,3520.0,3145.0,8010.0,6068.38,-41.99,7.71,154.69,특수건설,61763085120.0,2026-08-03T22:19:26
026910,4640.0,1442.0,6800.0,2879.51,61.14,59.69,371.57,광진실업,36787432640.0,2026-08-03T22:19:26
026940,1846.0,1725.0,4690.0,2248.2,-17.89,4.08,171.88,부국철강,36920000000.0,2026-08-03T22:19:26
027040,1666.0,895.0,6375.0,1502.74,10.86,14.07,612.29,서울전자통신,23187003154.0,2026-08-03T22:19:26
026960,25400.0,22350.0,32200.0,27034.19,-6.04,30.96,44.07,동서,2532380000000.0,2026-08-03T22:19:26
027410,3950.0,3605.0,5420.0,4170.37,-5.28,19.01,50.35,BGF,378081324450.0,2026-08-03T22:19:26
027360,3075.0,1913.0,19950.0,5062.52,-39.26,6.44,942.86,아주IB투자,372522123450.0,2026-08-03T22:19:26
027050,1303.0,1150.0,3740.0,2188.72,-40.47,5.91,225.22,코리아나,52120000000.0,2026-08-03T22:19:26
027580,1451.0,1150.0,6030.0,3546.6,-59.09,6.17,424.35,상보,17174406005.0,2026-08-03T22:19:26
027740,1054.0,913.0,1976.0,1548.76,-31.95,13.26,116.43,마니커,33470417156.0,2026-08-03T22:19:26
027710,1043.0,925.0,1656.0,1207.02,-13.59,16.14,79.03,팜스토리,116207513800.0,2026-08-03T22:19:26
027830,985.0,737.0,2080.0,1530.55,-35.64,18.47,182.23,대성창투,53190000000.0,2026-08-03T22:19:26
028080,4565.0,4440.0,12110.0,8251.62,-44.68,1.63,172.75,휴맥스홀딩스,11551029490.0,2026-08-03T22:19:26
028050,44400.0,21750.0,67300.0,34229.23,29.71,49.73,209.43,삼성E&A,8702400000000.0,2026-08-03T22:19:26
028100,17380.0,13200.0,19240.0,16405.92,5.94,69.21,45.76,동아지질,232709544760.0,2026-08-03T22:19:26
028670,4935.0,3485.0,6600.0,4559.82,8.23,46.55,89.38,팬오션,2638100541720.0,2026-08-03T22:19:26
028300,30900.0,24150.0,69200.0,48097.06,-35.75,14.98,186.54,HLB,4115825090700.0,2026-08-03T22:19:26
028260,329000.0,155300.0,565000.0,275195.59,19.55,42.4,263.81,삼성물산,53353134149000.0,2026-08-03T22:19:26
029480,1363.0,1171.0,3130.0,2188.86,-37.73,9.8,167.29,광무,81397176916.0,2026-08-03T22:19:26
029460,28200.0,20850.0,43000.0,28592.28,-1.37,33.18,106.24,케이씨,310779087000.0,2026-08-03T22:19:26
029530,39900.0,37000.0,73200.0,47512.87,-16.02,8.01,97.84,신도리코,387657587100.0,2026-08-03T22:19:26
029780,46950.0,44050.0,69200.0,52530.15,-10.62,11.53,57.09,삼성카드,5439574932450.0,2026-08-03T22:19:26
030190,14160.0,13010.0,18500.0,15612.57,-9.3,20.95,42.2,NICE평가정보,834187222320.0,2026-08-03T22:19:26
030000,18950.0,17760.0,23300.0,20377.28,-7.0,21.48,31.19,제일기획,2180031213750.0,2026-08-03T22:19:26
030200,52200.0,48100.0,69400.0,55080.88,-5.23,19.25,44.28,케이티,13155531957000.0,2026-08-03T22:19:26
030210,3450.0,3005.0,5740.0,3750.7,-8.02,16.27,91.01,다올투자증권,210143315700.0,2026-08-03T22:19:26
030520,17350.0,14800.0,34500.0,22892.35,-24.21,12.94,133.11,한글과컴퓨터,419518558400.0,2026-08-03T22:19:26
030610,9490.0,8120.0,18220.0,10561.25,-10.14,13.56,124.38,교보증권,1081508499890.0,2026-08-03T22:19:26
030720,5500.0,5110.0,8050.0,6085.51,-9.62,13.27,57.53,동원수산,25595927500.0,2026-08-03T22:19:26
031210,42250.0,39650.0,64800.0,47838.6,-11.68,10.34,63.43,서울보증보험,2949962515500.0,2026-08-03T22:19:26
031330,8810.0,2860.0,19950.0,6000.81,46.81,34.82,597.55,에스에이엠티,880956540270.0,2026-08-03T22:19:26
031310,1000.0,810.0,2765.0,1488.29,-32.81,9.72,241.36,아이즈비전,29746651000.0,2026-08-03T22:19:26
030960,4360.0,4000.0,9820.0,7512.26,-41.96,6.19,145.5,양지사,69672800000.0,2026-08-03T22:19:26
031430,10910.0,9550.0,17130.0,11889.6,-8.24,17.94,79.37,신세계인터내셔날,381697260000.0,2026-08-03T22:19:26
031510,1161.0,851.0,1324.0,1053.79,10.17,65.54,55.58,오스템,32508000000.0,2026-08-03T22:19:26
031820,5620.0,4570.0,9980.0,6334.26,-11.28,19.41,118.38,아이티센씨티에스,68030920520.0,2026-08-03T22:19:26
031980,97100.0,30200.0,173000.0,74501.47,30.33,46.85,472.85,피에스케이홀딩스,2093708554500.0,2026-08-03T22:19:26
032080,1023.0,902.0,1495.0,1265.22,-19.14,20.4,65.74,아즈텍WB,21985322667.0,2026-08-03T22:19:26
032280,1280.0,995.0,1567.0,1378.89,-7.17,49.83,57.49,삼일,20753395200.0,2026-08-03T22:19:26
032300,7310.0,6350.0,16160.0,12339.56,-40.76,9.79,154.49,한국파마,79727984310.0,2026-08-03T22:19:26
032190,18640.0,14950.0,31450.0,19768.16,-5.71,22.36,110.37,다우데이타,713912000000.0,2026-08-03T22:19:26
032350,11650.0,10150.0,27700.0,18799.89,-38.03,8.55,172.91,롯데관광개발,928801585700.0,2026-08-03T22:19:26
032540,3165.0,2995.0,4481.0,3780.2,-16.27,11.44,49.62,TJ미디어,66140312145.0,2026-08-03T22:19:26
032560,5190.0,4915.0,6580.0,5833.6,-11.03,16.52,33.88,황금에스티,88230000000.0,2026-08-03T22:19:26
032500,15050.0,11090.0,40000.0,18812.06,-20.0,13.7,260.69,케이엠더블유,634985100050.0,2026-08-03T22:19:26
032620,2885.0,2645.0,4470.0,3780.77,-23.69,13.15,69.0,GC메디아이,150588746015.0,2026-08-03T22:19:26
032640,14840.0,13460.0,18800.0,15264.3,-2.78,25.84,39.67,LG유플러스,6298507542880.0,2026-08-03T22:19:26
032750,2955.0,2595.0,4850.0,3662.76,-19.32,15.96,86.9,삼진,26686965510.0,2026-08-03T22:19:26
032680,792.0,691.0,1875.0,1335.25,-40.69,8.53,171.35,소프트센,16517857752.0,2026-08-03T22:19:26
032790,930.0,797.0,2644.0,1779.02,-47.72,7.2,231.74,엠젠솔루션,23882498580.0,2026-08-03T22:19:26
032800,1558.0,1399.0,3757.0,2401.67,-35.13,6.74,168.55,판타지오,19415051276.0,2026-08-03T22:19:26
032820,9640.0,3155.0,30200.0,9817.17,-1.8,23.98,857.21,우리기술,1654273993040.0,2026-08-03T22:19:26
032850,3965.0,3410.0,5920.0,4892.9,-18.96,22.11,73.61,비트컴퓨터,65911356745.0,2026-08-03T22:19:26
032830,287500.0,117000.0,516500.0,213851.84,34.44,42.68,341.45,삼성생명,57500000000000.0,2026-08-03T22:19:26
032860,648.0,505.0,1975.0,1236.31,-47.59,9.73,291.09,더라미,26176519224.0,2026-08-03T22:19:26
032940,5600.0,4215.0,17800.0,8493.68,-34.07,10.2,322.3,원익,101882088000.0,2026-08-03T22:19:26
032960,1998.0,1740.0,3810.0,2642.64,-24.39,12.46,118.97,동일기연,35150764050.0,2026-08-03T22:19:26
033050,914.0,659.0,1122.0,857.44,6.6,55.08,70.26,제이엠아이,29101145792.0,2026-08-03T22:19:26
033130,1872.0,1358.0,3070.0,1890.34,-0.97,30.02,126.07,디지틀조선,69479779824.0,2026-08-03T22:19:26
033100,41550.0,31850.0,93800.0,44471.69,-6.57,15.66,194.51,제룡전기,667393093950.0,2026-08-03T22:19:26
033170,354.0,320.0,1183.0,716.04,-50.56,3.94,269.69,시그네틱스,30347824926.0,2026-08-03T22:19:26
033160,14440.0,7500.0,37000.0,13530.18,6.72,23.53,393.33,엠케이전자,349368089040.0,2026-08-03T22:19:26
033200,2480.0,2125.0,5300.0,3416.45,-27.41,11.18,149.41,모아텍,22827231920.0,2026-08-03T22:19:26
033240,23750.0,14710.0,60000.0,27712.35,-14.3,19.96,307.89,자화전자,513130672500.0,2026-08-03T22:19:26
033230,947.0,801.0,2525.0,1757.86,-46.13,8.47,215.23,인성정보,47838064860.0,2026-08-03T22:19:26
033250,3755.0,2660.0,6385.0,4985.85,-24.69,29.4,140.04,체시스,24032000000.0,2026-08-03T22:19:26
033270,17730.0,16100.0,22450.0,19543.6,-9.28,25.67,39.44,유나이티드,282098040750.0,2026-08-03T22:19:26
033290,1500.0,1390.0,2485.0,2016.73,-25.62,10.05,78.78,로젠,84234451500.0,2026-08-03T22:19:26
033310,1309.0,1100.0,2415.0,1807.1,-27.56,15.89,119.55,엠투엔,52323944904.0,2026-08-03T22:19:26
033340,311.0,255.0,2925.0,1600.54,-80.57,2.1,1047.06,좋은사람들,30151623538.0,2026-08-03T22:19:26
033320,2710.0,2435.0,6110.0,4450.81,-39.11,7.48,150.92,제이씨현시스템,51800110720.0,2026-08-03T22:19:26
033560,5160.0,2685.0,5160.0,3289.45,56.87,100.0,92.18,블루콤,88236000000.0,2026-08-03T22:19:26
033530,6420.0,4220.0,12640.0,7480.07,-14.17,26.13,199.53,SJG세종,178610569620.0,2026-08-03T22:19:26
033640,14990.0,10170.0,41150.0,18936.8,-20.84,15.56,304.62,네패스,345657437980.0,2026-08-03T22:19:26
033780,175600.0,122500.0,192400.0,153348.53,14.51,75.97,57.06,케이티앤지,18229116073600.0,2026-08-03T22:19:26
033790,5210.0,3445.0,19150.0,6287.89,-17.14,11.24,455.88,피노,434107031270.0,2026-08-03T22:19:26
033920,7480.0,7080.0,10490.0,8341.07,-10.32,11.73,48.16,무학,213180000000.0,2026-08-03T22:19:26
033830,1572.0,1479.0,3790.0,2968.05,-47.04,4.02,156.25,티비씨,29722008360.0,2026-08-03T22:19:26
034020,67700.0,51100.0,139200.0,83993.38,-19.4,18.84,172.41,두산에너빌리티,43365989584200.0,2026-08-03T22:19:26
034120,11170.0,10500.0,27650.0,17850.22,-37.42,3.91,163.33,SBS,207217328460.0,2026-08-03T22:19:26
034220,9160.0,8120.0,17950.0,12189.15,-24.85,10.58,121.06,LG디스플레이,4580000000000.0,2026-08-03T22:19:26
034310,12870.0,10660.0,15430.0,13315.18,-3.34,46.33,44.75,NICE,473064610590.0,2026-08-03T22:19:26
034230,9520.0,9320.0,24000.0,17042.83,-44.14,1.36,157.51,파라다이스,881831716640.0,2026-08-03T22:19:26
034590,26150.0,24750.0,28300.0,26230.15,-0.31,39.44,14.34,인천도시가스,114399817100.0,2026-08-03T22:19:26
034730,523000.0,176900.0,883000.0,349862.87,49.49,49.02,399.15,SK,37918913669000.0,2026-08-03T22:19:26
034810,6390.0,5350.0,9090.0,7609.15,-16.02,27.81,69.91,해성산업,201797171280.0,2026-08-03T22:19:26
034830,1106.0,1039.0,1878.0,1324.36,-16.49,7.99,80.75,한국토지신탁,279253088380.0,2026-08-03T22:19:26
035000,6490.0,5750.0,9480.0,8224.23,-21.09,19.84,64.87,HS애드,105187609560.0,2026-08-03T22:19:26
034940,556.0,497.0,1420.0,942.46,-41.01,6.39,185.71,조아제약,17224783812.0,2026-08-03T22:19:26
034950,101700.0,92400.0,115000.0,100260.29,1.44,41.15,24.46,한국기업평가,461770273800.0,2026-08-03T22:19:26
035200,2570.0,2390.0,5900.0,3525.97,-27.11,5.13,146.86,프럼파스트,23695351170.0,2026-08-03T22:19:26
035150,9930.0,9050.0,15760.0,12937.5,-23.25,13.11,74.14,백산,196326814470.0,2026-08-03T22:19:26
035080,9190.0,7220.0,18700.0,12129.56,-24.23,17.16,159.0,그래디언트,105053499960.0,2026-08-03T22:19:26
035290,1337.0,1166.0,5355.0,3252.1,-58.89,4.08,359.26,골드앤에스,6374345376.0,2026-08-03T22:19:26
035250,14540.0,13920.0,20700.0,17378.01,-16.33,9.14,48.71,강원랜드,3110694870000.0,2026-08-03T22:19:26
035420,207500.0,181100.0,304000.0,234099.26,-11.36,21.48,67.86,NAVER,32565930215000.0,2026-08-03T22:19:26
035460,2025.0,1683.0,7230.0,2318.19,-12.65,6.17,329.59,기산텔레콤,30213688500.0,2026-08-03T22:19:26
035600,9600.0,8920.0,13070.0,10512.35,-8.68,16.39,46.52,KG이니시스,264522566400.0,2026-08-03T22:19:26
035510,12450.0,10310.0,29300.0,16574.93,-24.89,11.27,184.19,신세계I&C,174062205000.0,2026-08-03T22:19:26
035620,837.0,617.0,2344.0,1502.48,-44.29,12.74,279.9,바른손이앤에이,15576501366.0,2026-08-03T22:19:26
035610,4715.0,3155.0,4940.0,3880.99,21.49,87.39,56.58,솔본,128936375855.0,2026-08-03T22:19:26
035760,31050.0,28100.0,82300.0,59933.09,-48.19,5.44,192.88,CJ ENM,680900231700.0,2026-08-03T22:19:26
035720,37200.0,32250.0,71600.0,53611.03,-30.61,12.58,122.02,카카오,16478895804000.0,2026-08-03T22:19:26
035810,4160.0,3565.0,9290.0,4673.25,-10.98,10.39,160.59,이지홀딩스,268387329600.0,2026-08-03T22:19:26
035890,1917.0,1866.0,4120.0,3026.49,-36.66,2.26,120.79,서희건설,440542812069.0,2026-08-03T22:19:26
035900,44400.0,40650.0,88500.0,66819.3,-33.55,7.84,117.71,JYP Ent.,1577642644800.0,2026-08-03T22:19:26
036000,2830.0,2505.0,4900.0,3266.19,-13.35,13.57,95.61,예림당,65187003910.0,2026-08-03T22:19:26
036010,5540.0,4360.0,14260.0,7957.96,-30.38,11.92,227.06,아비코전자,73642854360.0,2026-08-03T22:19:26
036030,4455.0,4220.0,6100.0,5062.81,-12.01,12.5,44.55,케이티알파,218380273155.0,2026-08-03T22:19:26
036170,2520.0,801.0,10240.0,2483.39,1.47,18.21,1178.4,에이치엠넥스,154641377520.0,2026-08-03T22:19:26
036190,31650.0,28350.0,42500.0,33030.15,-4.18,23.32,49.91,금화피에스시,189900000000.0,2026-08-03T22:19:26
036090,1211.0,980.0,2774.0,1866.36,-35.11,12.88,183.06,위지트,51528672454.0,2026-08-03T22:19:26
036120,1477.0,1400.0,2565.0,2051.67,-28.01,6.61,83.21,서울평가정보,51909165000.0,2026-08-03T22:19:26
036200,7380.0,5950.0,14390.0,9453.12,-21.93,16.94,141.85,유니셈,226301965740.0,2026-08-03T22:19:26
036220,6230.0,5200.0,21250.0,11865.55,-47.5,6.42,308.65,오상헬스케어,89147661680.0,2026-08-03T22:19:26
036460,34300.0,31150.0,49350.0,39011.4,-12.08,17.31,58.43,한국가스공사,3166335900000.0,2026-08-03T22:19:26
036480,5920.0,5400.0,10960.0,7362.35,-19.59,9.35,102.96,대성미생물,22496000000.0,2026-08-03T22:19:26
036530,47150.0,45850.0,89000.0,58769.49,-19.77,3.01,94.11,SNT홀딩스,768728224900.0,2026-08-03T22:19:26
036540,4825.0,3050.0,11640.0,5368.18,-10.12,20.66,281.64,SFA반도체,793520961975.0,2026-08-03T22:19:26
036580,2430.0,2185.0,4865.0,2850.51,-14.75,9.14,122.65,팜스코,89248901490.0,2026-08-03T22:19:26
036570,232000.0,176100.0,343500.0,225186.03,3.03,33.39,95.06,NC,4998213104000.0,2026-08-03T22:19:26
036560,11590.0,11110.0,19130.0,13934.41,-16.82,5.99,72.19,KZ정밀,182542500000.0,2026-08-03T22:19:26
036630,6990.0,5200.0,15450.0,8171.5,-14.46,17.46,197.12,세종텔레콤,97860000000.0,2026-08-03T22:19:26
036620,4205.0,3540.0,7700.0,5623.55,-25.23,15.99,117.51,감성코퍼레이션,377873679520.0,2026-08-03T22:19:26
036640,4790.0,4275.0,5720.0,5175.85,-7.45,35.64,33.8,HRS,78339492000.0,2026-08-03T22:19:26
036710,3125.0,1463.0,6500.0,2955.38,5.74,33.0,344.29,심텍홀딩스,165086731250.0,2026-08-03T22:19:26
036670,5020.0,4710.0,7520.0,6322.33,-20.6,11.03,59.66,삼양케이씨아이,54016204000.0,2026-08-03T22:19:26
036810,19280.0,15000.0,51000.0,31153.51,-38.11,11.89,240.0,에프에스티,417407931920.0,2026-08-03T22:19:26
036830,31100.0,25750.0,80800.0,45109.74,-31.06,9.72,213.79,솔브레인홀딩스,637673809100.0,2026-08-03T22:19:26
036890,13340.0,10220.0,21100.0,13918.46,-4.16,28.68,106.46,진성티이씨,293915190820.0,2026-08-03T22:19:26
036930,127800.0,26050.0,283000.0,73210.29,74.57,39.6,986.37,주성엔지니어링,5940287263800.0,2026-08-03T22:19:26
037030,3280.0,2420.0,10400.0,3760.68,-12.78,10.78,329.75,파워넷,83682613760.0,2026-08-03T22:19:26
037070,7300.0,4990.0,10590.0,7340.88,-0.56,41.25,112.22,파세코,146000000000.0,2026-08-03T22:19:26
037230,1318.0,1190.0,3850.0,1963.26,-32.87,4.81,223.53,한국팩키지,39276830986.0,2026-08-03T22:19:26
037270,3165.0,2715.0,11400.0,6412.57,-50.64,5.18,319.89,YG PLUS,201493743150.0,2026-08-03T22:19:26
037330,781.0,756.0,1620.0,1340.23,-41.73,2.89,114.29,인지디스플레,34274359944.0,2026-08-03T22:19:26
037350,7090.0,4465.0,14450.0,7333.33,-3.32,26.29,223.63,성도이엔지,107838900000.0,2026-08-03T22:19:26
037370,2845.0,2510.0,7670.0,5238.73,-45.69,6.49,205.58,EG,24538045340.0,2026-08-03T22:19:26
037440,3650.0,3095.0,7460.0,4621.84,-21.03,12.71,141.03,희림,50817033750.0,2026-08-03T22:19:26
037400,702.0,613.0,1212.0,980.38,-28.4,14.86,97.72,우리엔터프라이즈,18408788892.0,2026-08-03T22:19:26
037460,33300.0,10900.0,64500.0,21696.76,53.48,41.79,491.74,삼지전자,543406782600.0,2026-08-03T22:19:26
037560,1584.0,1435.0,3660.0,2423.31,-34.63,6.7,155.05,LG헬로비전,122675834160.0,2026-08-03T22:19:26
037710,38000.0,29100.0,59600.0,34174.63,11.19,29.18,104.81,광주신세계,289832536000.0,2026-08-03T22:19:26
037760,2380.0,1501.0,2555.0,1953.05,21.86,83.4,70.22,쎄니트,80522351980.0,2026-08-03T22:19:26
037950,2700.0,2390.0,5352.0,4109.09,-34.29,10.47,123.93,엘컴텍,45601658100.0,2026-08-03T22:19:26
038010,5020.0,4590.0,7990.0,6281.65,-20.08,12.65,74.07,제일테크노스,45180000000.0,2026-08-03T22:19:26
038060,760.0,581.0,2100.0,819.21,-7.23,11.78,261.45,루멘스,36558332440.0,2026-08-03T22:19:26
